Job Title,Company,Location,Employment Type,Skills,Experience_Level,Salary_USD,Date_Posted
DevOps Engineer,VMware,"Chicago, IL",Full-time,"AWS, Terraform, Google Cloud, Docker",Mid-level,123120,5/25/2019
AWS Solutions Architect,IBM,"Seattle, WA",Contract,"Java, Kubernetes, Azure, AWS, DevOps",Lead,108812,11/24/2019
AWS Solutions Architect,Cisco,"Seattle, WA",Full-time,"AWS, Google Cloud, CI/CD, Azure",Lead,166848,11/28/2024
Cloud Architect,Salesforce,"Seattle, WA",Full-time,"Kubernetes, AWS, Terraform, Python, Azure",Entry-level,108706,12/3/2020
Cloud Consultant,Salesforce,"Austin, TX",Remote,"Docker, Azure, Java, Kubernetes",Mid-level,197365,7/7/2020
Cloud Architect,Adobe,"San Francisco, CA",Contract,"Java, CI/CD, Terraform, AWS",Lead,135175,6/2/2024
AWS Solutions Architect,Cisco,"Boston, MA",Full-time,"Azure, DevOps, AWS",Mid-level,132979,11/17/2019
Senior Cloud Engineer,VMware,"New York, NY",Part-time,"Google Cloud, CI/CD, Terraform, Kubernetes, AWS",Entry-level,152240,1/31/2021
Cloud Architect,Amazon,"Boston, MA",Full-time,"Kubernetes, Docker, CI/CD, Google Cloud",Director,128724,11/15/2020
Cloud Architect,VMware,"Chicago, IL",Part-time,"Google Cloud, Azure, Python, Java",Mid-level,190720,8/23/2020
Senior Cloud Engineer,Cisco,"Seattle, WA",Contract,"Python, Docker, Azure, Google Cloud, Java",Lead,178401,6/18/2019
DevOps Engineer,Microsoft,"New York, NY",Full-time,"CI/CD, Docker, DevOps",Director,97176,10/31/2024
Senior Cloud Engineer,IBM,"Boston, MA",Part-time,"Java, Python, Kubernetes",Entry-level,178128,8/8/2022
Cloud Architect,Cisco,"Austin, TX",Full-time,"Google Cloud, DevOps, Docker, Terraform",Mid-level,168808,7/26/2023
AWS Solutions Architect,Amazon,"New York, NY",Remote,"DevOps, Kubernetes, Azure, Python, CI/CD",Entry-level,114479,2/13/2020
Senior Cloud Engineer,Accenture,"Chicago, IL",Remote,"Azure, Google Cloud, AWS, Kubernetes",Director,161853,11/9/2024
Senior Cloud Engineer,Salesforce,"Chicago, IL",Contract,"CI/CD, Terraform, Azure, Google Cloud",Director,164863,4/12/2021
Cloud Consultant,Adobe,"San Francisco, CA",Full-time,"DevOps, Java, Python, Kubernetes",Entry-level,152565,1/1/2021
AWS Solutions Architect,VMware,"Seattle, WA",Contract,"DevOps, Java, Google Cloud, Kubernetes",Mid-level,183734,12/2/2021
DevOps Engineer,Oracle,"Seattle, WA",Remote,"Java, Docker, Terraform, Azure",Lead,161049,2/26/2024
DevOps Engineer,Oracle,"Chicago, IL",Part-time,"DevOps, Terraform, AWS, Python",Mid-level,124195,12/9/2022
Senior Cloud Engineer,Salesforce,"Boston, MA",Contract,"Java, CI/CD, Azure, Terraform, AWS",Director,93597,10/20/2023
Cloud Consultant,Salesforce,"Austin, TX",Part-time,"Python, Docker, AWS, DevOps",Entry-level,182081,4/14/2024
DevOps Engineer,Oracle,"Chicago, IL",Remote,"Google Cloud, DevOps, Java, CI/CD, Python",Entry-level,108829,4/13/2021
Cloud Consultant,Adobe,"San Francisco, CA",Contract,"Java, Terraform, Python, AWS, Docker",Director,182072,12/2/2020
DevOps Engineer,Accenture,"Chicago, IL",Contract,"Docker, Kubernetes, Java, Google Cloud, DevOps",Entry-level,145653,12/26/2022
Cloud Consultant,Accenture,"Austin, TX",Part-time,"Azure, AWS, Java, Kubernetes, DevOps",Lead,144175,3/21/2022
Senior Cloud Engineer,Cisco,"Seattle, WA",Contract,"Terraform, Google Cloud, Azure, DevOps",Mid-level,138020,11/9/2019
AWS Solutions Architect,Microsoft,"San Francisco, CA",Full-time,"Docker, Python, DevOps, Terraform, Java",Director,185684,4/28/2022
Senior Cloud Engineer,IBM,"Austin, TX",Contract,"Azure, Docker, Terraform",Senior,191144,11/23/2021
Cloud Consultant,Cisco,"Chicago, IL",Full-time,"CI/CD, Terraform, Python, Java, AWS",Mid-level,111521,9/4/2020
AWS Solutions Architect,Amazon,"New York, NY",Part-time,"AWS, Docker, DevOps, Python, Java",Entry-level,146128,1/12/2024
Cloud Architect,IBM,"Boston, MA",Contract,"CI/CD, Docker, DevOps",Mid-level,144655,4/23/2021
Cloud Consultant,Oracle,"Boston, MA",Part-time,"AWS, Kubernetes, Python, Docker",Director,187677,10/29/2024
Senior Cloud Engineer,Cisco,"Chicago, IL",Remote,"Python, Terraform, CI/CD, Kubernetes, Google Cloud",Lead,191914,7/28/2022
Cloud Consultant,Oracle,"Chicago, IL",Full-time,"CI/CD, Python, Terraform, Google Cloud",Lead,194529,10/13/2023
Senior Cloud Engineer,IBM,"San Francisco, CA",Part-time,"AWS, Java, Google Cloud",Director,97664,11/22/2024
AWS Solutions Architect,Adobe,"New York, NY",Contract,"Google Cloud, Python, CI/CD, DevOps, Docker",Lead,182645,2/12/2020
DevOps Engineer,Salesforce,"Seattle, WA",Remote,"Terraform, Azure, Java, Python, Google Cloud",Lead,198291,12/9/2021
Senior Cloud Engineer,Accenture,"New York, NY",Full-time,"Google Cloud, Azure, AWS",Mid-level,146091,7/27/2020
AWS Solutions Architect,VMware,"Chicago, IL",Part-time,"Google Cloud, Python, Kubernetes, Terraform, AWS",Senior,97892,10/14/2024
Senior Cloud Engineer,VMware,"Austin, TX",Remote,"AWS, Google Cloud, DevOps, Docker, Azure",Entry-level,96699,9/13/2020
Cloud Architect,Microsoft,"Austin, TX",Full-time,"DevOps, Java, Google Cloud, Terraform",Director,180318,1/17/2022
AWS Solutions Architect,Amazon,"San Francisco, CA",Part-time,"AWS, DevOps, CI/CD, Terraform, Kubernetes",Entry-level,172831,6/12/2019
AWS Solutions Architect,Adobe,"Austin, TX",Remote,"Terraform, DevOps, Kubernetes, Azure",Director,142384,12/7/2021
Cloud Architect,Adobe,"New York, NY",Contract,"Terraform, DevOps, Kubernetes, Python, CI/CD",Lead,95909,1/6/2022
Cloud Consultant,IBM,"San Francisco, CA",Full-time,"Kubernetes, Google Cloud, Python",Entry-level,167361,9/3/2019
Cloud Architect,Salesforce,"San Francisco, CA",Contract,"Java, Python, Azure, Google Cloud",Entry-level,158371,2/4/2025
Cloud Architect,Accenture,"Boston, MA",Contract,"Terraform, DevOps, CI/CD, Java, Google Cloud",Mid-level,161249,2/26/2020
AWS Solutions Architect,Cisco,"New York, NY",Part-time,"AWS, Azure, CI/CD, Kubernetes",Director,134685,7/14/2021
Senior Cloud Engineer,VMware,"Austin, TX",Contract,"Kubernetes, AWS, Azure, Terraform, Google Cloud",Lead,148492,12/14/2021
AWS Solutions Architect,Accenture,"San Francisco, CA",Remote,"Azure, CI/CD, DevOps, Terraform, Kubernetes",Director,93188,12/30/2019
AWS Solutions Architect,Adobe,"Boston, MA",Contract,"Java, Python, Terraform, CI/CD, DevOps",Senior,176651,7/14/2020
DevOps Engineer,Amazon,"New York, NY",Remote,"Java, Docker, Kubernetes, Google Cloud, DevOps",Director,173014,11/20/2023
Cloud Consultant,Accenture,"San Francisco, CA",Contract,"Java, AWS, Terraform, Python",Senior,160585,3/2/2021
Cloud Architect,Salesforce,"San Francisco, CA",Remote,"AWS, Kubernetes, Java, Google Cloud, Azure",Entry-level,149094,6/2/2023
DevOps Engineer,Oracle,"Chicago, IL",Full-time,"DevOps, Java, Google Cloud, AWS",Senior,107412,3/23/2020
AWS Solutions Architect,Amazon,"New York, NY",Remote,"Google Cloud, Python, Terraform, CI/CD",Director,108314,11/28/2023
DevOps Engineer,Salesforce,"Austin, TX",Full-time,"Python, AWS, Docker, DevOps, Azure",Senior,143309,1/7/2020
AWS Solutions Architect,Amazon,"New York, NY",Contract,"Azure, Google Cloud, AWS, Kubernetes",Mid-level,180951,11/14/2021
Cloud Architect,VMware,"Seattle, WA",Part-time,"Azure, AWS, Kubernetes",Mid-level,145539,5/14/2024
AWS Solutions Architect,Google,"Seattle, WA",Remote,"Docker, DevOps, Kubernetes, CI/CD",Director,183344,5/11/2024
Cloud Consultant,VMware,"New York, NY",Contract,"DevOps, Kubernetes, Terraform, Azure, Google Cloud",Mid-level,109461,6/21/2020
AWS Solutions Architect,Amazon,"Chicago, IL",Contract,"Google Cloud, Terraform, Azure, Python",Entry-level,143685,8/13/2020
DevOps Engineer,VMware,"Chicago, IL",Contract,"CI/CD, Java, AWS, Azure",Senior,95533,4/21/2022
DevOps Engineer,Salesforce,"Boston, MA",Contract,"Google Cloud, Azure, Java, CI/CD",Lead,167785,8/3/2019
AWS Solutions Architect,Amazon,"New York, NY",Contract,"Java, Terraform, Google Cloud, Kubernetes",Lead,193822,1/19/2020
Cloud Architect,Adobe,"Boston, MA",Remote,"Google Cloud, Terraform, DevOps",Mid-level,190466,2/3/2020
Senior Cloud Engineer,VMware,"Chicago, IL",Contract,"Java, Azure, Python, Terraform",Director,193310,11/27/2023
Cloud Consultant,Oracle,"Seattle, WA",Contract,"CI/CD, Google Cloud, AWS, Terraform",Director,172633,6/8/2023
Senior Cloud Engineer,Microsoft,"New York, NY",Remote,"CI/CD, Google Cloud, AWS, Terraform, Python",Mid-level,109194,6/10/2020
AWS Solutions Architect,IBM,"San Francisco, CA",Remote,"Terraform, DevOps, Docker, Java",Senior,113339,11/8/2020
DevOps Engineer,Google,"Austin, TX",Part-time,"CI/CD, Azure, Google Cloud",Mid-level,114147,7/4/2021
Cloud Consultant,Google,"Chicago, IL",Full-time,"Python, Java, Azure, Terraform",Mid-level,166296,2/10/2025
Cloud Architect,Google,"Austin, TX",Part-time,"Docker, DevOps, CI/CD, AWS",Entry-level,192036,11/6/2020
Cloud Consultant,Oracle,"Chicago, IL",Contract,"Kubernetes, Python, DevOps",Director,90098,1/2/2023
Cloud Architect,Cisco,"New York, NY",Remote,"Kubernetes, Java, CI/CD, Azure",Mid-level,185956,12/1/2024
Cloud Consultant,Microsoft,"Austin, TX",Contract,"DevOps, Google Cloud, Python",Lead,120194,4/14/2022
AWS Solutions Architect,Microsoft,"Chicago, IL",Contract,"Java, AWS, Python, Google Cloud, DevOps",Lead,155025,2/22/2022
Cloud Consultant,Cisco,"Austin, TX",Contract,"Azure, Kubernetes, DevOps, Java, Terraform",Director,112139,8/6/2019
Cloud Architect,VMware,"New York, NY",Full-time,"Azure, Kubernetes, Java",Mid-level,196887,3/16/2019
Cloud Consultant,Amazon,"San Francisco, CA",Full-time,"Google Cloud, Docker, Python, Azure, AWS",Senior,192423,9/18/2023
Cloud Architect,Adobe,"New York, NY",Part-time,"Google Cloud, Java, AWS, Azure",Entry-level,197329,10/19/2020
Senior Cloud Engineer,Adobe,"New York, NY",Full-time,"AWS, Python, Kubernetes",Director,155059,3/3/2024
Cloud Architect,Google,"Austin, TX",Contract,"Docker, Kubernetes, Azure, Terraform",Mid-level,115040,3/18/2020
Cloud Architect,Cisco,"San Francisco, CA",Part-time,"Google Cloud, DevOps, CI/CD, Docker, Terraform",Mid-level,132565,9/29/2022
Cloud Architect,IBM,"Austin, TX",Remote,"DevOps, Terraform, Python, AWS",Lead,166629,12/27/2020
Senior Cloud Engineer,Google,"Chicago, IL",Remote,"Java, AWS, Kubernetes, CI/CD",Mid-level,149595,6/22/2019
Senior Cloud Engineer,Google,"New York, NY",Remote,"Python, CI/CD, Java, Kubernetes, Azure",Director,156461,6/14/2024
AWS Solutions Architect,Microsoft,"Austin, TX",Contract,"Java, AWS, Terraform, Azure",Director,136006,2/23/2023
Senior Cloud Engineer,Accenture,"Boston, MA",Contract,"Java, CI/CD, Kubernetes",Entry-level,123730,7/25/2019
DevOps Engineer,Oracle,"Seattle, WA",Remote,"AWS, DevOps, Python, Kubernetes, Terraform",Entry-level,125536,3/11/2020
Senior Cloud Engineer,Oracle,"San Francisco, CA",Part-time,"Azure, DevOps, Kubernetes, Python",Mid-level,137738,5/1/2021
AWS Solutions Architect,Oracle,"San Francisco, CA",Part-time,"Terraform, AWS, Java, DevOps",Director,137909,5/2/2022
Cloud Consultant,Salesforce,"Boston, MA",Part-time,"Python, DevOps, AWS",Mid-level,115697,3/16/2024
Cloud Consultant,Adobe,"Seattle, WA",Contract,"Terraform, DevOps, Google Cloud",Senior,103652,10/15/2022
Cloud Architect,Cisco,"Chicago, IL",Full-time,"Google Cloud, CI/CD, Docker, AWS",Senior,182508,7/17/2020
Cloud Architect,IBM,"Austin, TX",Contract,"Azure, AWS, CI/CD, Java",Lead,138110,1/31/2024
Senior Cloud Engineer,VMware,"Chicago, IL",Part-time,"AWS, Terraform, Java, CI/CD",Entry-level,102552,3/7/2021
Cloud Architect,Cisco,"New York, NY",Remote,"Java, Kubernetes, CI/CD",Senior,177327,10/31/2019
DevOps Engineer,IBM,"Seattle, WA",Contract,"Java, DevOps, Google Cloud, CI/CD",Mid-level,107135,8/8/2021
AWS Solutions Architect,IBM,"San Francisco, CA",Remote,"Java, AWS, Azure, Kubernetes",Director,137332,8/14/2020
Cloud Architect,IBM,"San Francisco, CA",Remote,"Google Cloud, Python, Azure, Kubernetes",Mid-level,108279,11/28/2020
AWS Solutions Architect,VMware,"Austin, TX",Full-time,"AWS, CI/CD, Azure",Entry-level,143287,10/31/2022
Cloud Consultant,Microsoft,"San Francisco, CA",Full-time,"Docker, Google Cloud, Azure, CI/CD, Terraform",Entry-level,96732,7/13/2021
Senior Cloud Engineer,Cisco,"Boston, MA",Remote,"DevOps, Google Cloud, Java",Mid-level,106976,1/6/2024
AWS Solutions Architect,Adobe,"Boston, MA",Full-time,"Python, Kubernetes, DevOps, Google Cloud",Senior,166296,9/27/2022
AWS Solutions Architect,Salesforce,"Boston, MA",Full-time,"Google Cloud, Kubernetes, AWS, Azure",Senior,146569,7/28/2022
DevOps Engineer,Oracle,"Chicago, IL",Part-time,"Kubernetes, CI/CD, DevOps, Terraform",Lead,119769,6/6/2020
AWS Solutions Architect,Amazon,"Austin, TX",Part-time,"CI/CD, AWS, Kubernetes",Senior,105443,5/22/2023
DevOps Engineer,Amazon,"Seattle, WA",Remote,"AWS, Python, Java",Senior,170646,4/22/2019
DevOps Engineer,Oracle,"Boston, MA",Contract,"Kubernetes, AWS, Python",Senior,178361,8/22/2023
DevOps Engineer,Cisco,"Austin, TX",Remote,"Kubernetes, Java, Google Cloud",Lead,119741,7/8/2022
AWS Solutions Architect,Microsoft,"New York, NY",Remote,"Java, AWS, CI/CD, Python",Senior,194719,9/6/2022
Cloud Consultant,Oracle,"Austin, TX",Remote,"Terraform, Python, CI/CD",Lead,146494,8/2/2023
DevOps Engineer,Oracle,"Chicago, IL",Remote,"Python, Java, Kubernetes, Terraform, Google Cloud",Director,92638,10/15/2023
Cloud Consultant,Adobe,"New York, NY",Part-time,"Terraform, Azure, DevOps",Lead,194379,8/25/2023
AWS Solutions Architect,IBM,"San Francisco, CA",Contract,"Kubernetes, Python, Java",Senior,141107,11/30/2024
Cloud Architect,Accenture,"Chicago, IL",Full-time,"Kubernetes, Terraform, Google Cloud",Director,177960,1/1/2023
Senior Cloud Engineer,Salesforce,"Seattle, WA",Part-time,"CI/CD, Java, Docker",Senior,156149,1/14/2025
DevOps Engineer,VMware,"San Francisco, CA",Part-time,"Python, Kubernetes, Azure",Senior,159741,3/26/2024
Cloud Architect,Salesforce,"Austin, TX",Contract,"Kubernetes, DevOps, Python",Mid-level,177220,6/15/2021
DevOps Engineer,Cisco,"Seattle, WA",Part-time,"DevOps, Kubernetes, CI/CD",Mid-level,160732,11/5/2019
Senior Cloud Engineer,Google,"New York, NY",Contract,"Kubernetes, Google Cloud, Docker",Mid-level,129792,7/15/2024
Senior Cloud Engineer,Adobe,"Austin, TX",Part-time,"Terraform, Docker, CI/CD",Senior,139536,10/14/2019
Cloud Consultant,Amazon,"New York, NY",Remote,"CI/CD, Kubernetes, Java, Terraform",Lead,177806,6/11/2020
Cloud Architect,VMware,"San Francisco, CA",Full-time,"Docker, Python, DevOps, Azure, Terraform",Mid-level,179300,8/15/2023
DevOps Engineer,VMware,"Chicago, IL",Contract,"Terraform, Google Cloud, Azure, Docker",Director,191934,1/30/2021
Cloud Consultant,Amazon,"Boston, MA",Part-time,"AWS, Kubernetes, DevOps, CI/CD",Lead,134326,7/11/2022
Senior Cloud Engineer,IBM,"New York, NY",Contract,"Kubernetes, CI/CD, Python, Docker",Entry-level,105069,6/26/2020
Cloud Architect,Adobe,"Chicago, IL",Full-time,"Kubernetes, AWS, Java, Google Cloud",Lead,120838,1/6/2021
AWS Solutions Architect,VMware,"Austin, TX",Contract,"Python, Azure, Java, DevOps, Kubernetes",Mid-level,113428,6/12/2022
DevOps Engineer,Microsoft,"San Francisco, CA",Full-time,"Docker, Java, Azure",Senior,108457,8/20/2020
DevOps Engineer,Microsoft,"Chicago, IL",Remote,"Terraform, Docker, AWS, Azure, Python",Director,159739,4/27/2024
DevOps Engineer,VMware,"Boston, MA",Remote,"Java, CI/CD, Google Cloud, Terraform",Director,179080,12/9/2021
Cloud Architect,Salesforce,"New York, NY",Part-time,"DevOps, Azure, Terraform, AWS",Director,103124,1/30/2021
DevOps Engineer,Adobe,"Seattle, WA",Full-time,"Kubernetes, AWS, Docker",Senior,151570,9/30/2024
AWS Solutions Architect,VMware,"Seattle, WA",Full-time,"DevOps, Terraform, Java, Kubernetes, Python",Director,188097,7/9/2024
Cloud Architect,Google,"Austin, TX",Part-time,"Google Cloud, Docker, Python",Lead,133227,4/4/2021
Cloud Architect,Cisco,"Seattle, WA",Contract,"Terraform, AWS, Docker",Senior,161600,11/23/2022
Senior Cloud Engineer,Oracle,"Austin, TX",Part-time,"Java, Terraform, CI/CD, Python",Lead,163251,4/9/2023
Cloud Consultant,Amazon,"San Francisco, CA",Remote,"DevOps, Terraform, Azure, AWS, Python",Director,169483,1/23/2021
AWS Solutions Architect,VMware,"Chicago, IL",Contract,"CI/CD, Docker, AWS",Director,169324,3/14/2021
Senior Cloud Engineer,Oracle,"Boston, MA",Remote,"Python, Azure, Docker",Senior,123834,10/3/2024
Cloud Consultant,IBM,"Boston, MA",Contract,"Python, CI/CD, Google Cloud, Kubernetes, Azure",Mid-level,153804,7/17/2024
Cloud Consultant,Accenture,"Seattle, WA",Remote,"Docker, Python, CI/CD, AWS",Mid-level,194989,5/10/2020
Cloud Architect,Accenture,"Austin, TX",Remote,"Google Cloud, Python, DevOps",Mid-level,92524,2/8/2024
Senior Cloud Engineer,Accenture,"Chicago, IL",Remote,"Python, Java, AWS, Azure, Terraform",Mid-level,171357,6/20/2019
DevOps Engineer,Oracle,"Seattle, WA",Part-time,"Terraform, AWS, Kubernetes, Python",Director,172150,4/23/2023
Cloud Consultant,Accenture,"Chicago, IL",Part-time,"Azure, Python, Kubernetes",Director,141491,12/31/2021
Cloud Architect,Oracle,"Austin, TX",Part-time,"Google Cloud, Docker, Terraform, Kubernetes, AWS",Director,139166,9/21/2022
Cloud Consultant,Oracle,"Austin, TX",Part-time,"Kubernetes, DevOps, Docker, Python, CI/CD",Lead,186443,10/3/2022
Senior Cloud Engineer,Google,"Austin, TX",Remote,"Terraform, Google Cloud, AWS, Azure",Mid-level,130668,9/1/2021
Cloud Architect,VMware,"San Francisco, CA",Contract,"Kubernetes, Google Cloud, CI/CD",Director,146970,2/19/2020
AWS Solutions Architect,Amazon,"San Francisco, CA",Remote,"Terraform, Kubernetes, CI/CD, Google Cloud",Entry-level,159321,3/4/2024
Senior Cloud Engineer,IBM,"Boston, MA",Remote,"Docker, Python, CI/CD, Google Cloud, Terraform",Mid-level,183473,6/28/2021
DevOps Engineer,Adobe,"New York, NY",Part-time,"CI/CD, Kubernetes, Python, Docker",Mid-level,96947,7/24/2019
DevOps Engineer,Salesforce,"Boston, MA",Part-time,"Azure, Terraform, Docker, Kubernetes",Lead,127158,9/7/2022
Cloud Architect,Accenture,"Seattle, WA",Contract,"Terraform, DevOps, Docker, Java, Google Cloud",Entry-level,130317,1/8/2023
Senior Cloud Engineer,IBM,"Chicago, IL",Remote,"CI/CD, Terraform, Docker, AWS, DevOps",Lead,115458,12/29/2021
Senior Cloud Engineer,Accenture,"San Francisco, CA",Part-time,"DevOps, Terraform, Azure, Google Cloud",Director,136508,9/1/2022
DevOps Engineer,Google,"San Francisco, CA",Contract,"Docker, Google Cloud, Python, Java, CI/CD",Entry-level,133666,3/22/2021
AWS Solutions Architect,VMware,"New York, NY",Contract,"CI/CD, AWS, Python",Director,188463,12/14/2024
Cloud Consultant,Accenture,"Chicago, IL",Remote,"Python, Google Cloud, Kubernetes",Lead,145960,1/6/2024
Senior Cloud Engineer,VMware,"San Francisco, CA",Contract,"Docker, AWS, Terraform, DevOps, CI/CD",Senior,96932,3/4/2025
DevOps Engineer,VMware,"New York, NY",Full-time,"CI/CD, Docker, DevOps",Senior,182092,9/20/2019
Cloud Consultant,Amazon,"Seattle, WA",Part-time,"Google Cloud, Python, CI/CD, AWS",Director,196406,5/6/2020
Cloud Consultant,Adobe,"Chicago, IL",Part-time,"AWS, Kubernetes, Docker",Lead,161780,5/3/2022
Senior Cloud Engineer,VMware,"San Francisco, CA",Remote,"Docker, CI/CD, Kubernetes, Java, Google Cloud",Director,174645,8/2/2022
Cloud Architect,Microsoft,"Chicago, IL",Full-time,"DevOps, Azure, Python, CI/CD",Lead,113473,11/20/2019
DevOps Engineer,Google,"Boston, MA",Contract,"Kubernetes, AWS, CI/CD, Google Cloud",Entry-level,190948,8/25/2019
Cloud Architect,Salesforce,"Boston, MA",Full-time,"Python, Google Cloud, DevOps",Senior,181282,9/27/2021
Cloud Architect,Oracle,"Austin, TX",Remote,"Docker, Google Cloud, CI/CD, Python, Terraform",Senior,158680,12/24/2022
Cloud Consultant,Salesforce,"Chicago, IL",Remote,"Python, Java, Azure, AWS, CI/CD",Director,100049,12/21/2021
Senior Cloud Engineer,Cisco,"Boston, MA",Full-time,"AWS, Java, Python, Azure",Entry-level,192487,5/8/2024
Cloud Consultant,IBM,"Seattle, WA",Full-time,"Kubernetes, AWS, Python, CI/CD",Mid-level,156386,12/30/2019
Cloud Architect,Salesforce,"Austin, TX",Contract,"Azure, CI/CD, Kubernetes, Python",Director,157981,9/22/2022
Cloud Consultant,Microsoft,"Boston, MA",Contract,"Azure, AWS, Google Cloud, CI/CD, Docker",Senior,176755,3/15/2024
AWS Solutions Architect,Google,"New York, NY",Full-time,"Azure, Docker, Java, Terraform, CI/CD",Lead,160224,11/12/2022
Cloud Architect,Amazon,"Austin, TX",Full-time,"Docker, Azure, Google Cloud, Terraform, Kubernetes",Lead,167604,12/24/2024
